Sample_Id	Participant_Id	Host body habitat [UBERON_0000466]	Host body product [UBERON_0000463]	Host body site [UBERON_0000061]	Region of 16S rRNA sequenced [SO_0001000]	Sample type [OBI_0100051]	Sequencing center [OBI_0001891]
1927.SRS014807.SRX020555.SRR045713	700023461 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	WUGSC
1927.SRS014809.SRX020546.SRR043660	700023463 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	WUGSC
1927.SRS014809.SRX020555.SRR045685	700023463 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	WUGSC
1927.SRS014811.SRX020546.SRR043655	700023465 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS014811.SRX020555.SRR045680	700023465 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS014813.SRX020546.SRR043682	700023467 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS014813.SRX020555.SRR045718	700023467 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS014815.SRX020546.SRR043693	700023469 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS014815.SRX020555.SRR045728	700023469 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS014817.SRX020546.SRR043698	700023471 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	WUGSC
1927.SRS014817.SRX020555.SRR045734	700023471 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	WUGSC
1927.SRS014819.SRX020546.SRR043663	700023473 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS014819.SRX020555.SRR045690	700023473 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS014821.SRX020546.SRR043673	700023475 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS014821.SRX020555.SRR045707	700023475 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS014823.SRX020546.SRR043699	700023477 (Source)	Colon	Feces	Colon	V1-V3	Stool	WUGSC
1927.SRS014823.SRX020555.SRR045736	700023477 (Source)	Colon	Feces	Colon	V1-V3	Stool	WUGSC
1927.SRS014825.SRX020574.SRR049832	700023479 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS014827.SRX020574.SRR043862	700023481 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS014829.SRX020536.SRR046118	700023483 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS014831.SRX020536.SRR046121	700023485 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS014833.SRX020546.SRR047379	700023487 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS014833.SRX020555.SRR045700	700023487 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS014835.SRX020546.SRR043667	700023489 (Source)	Vagina	Mucus	Vaginal introitus	V1-V3	Vaginal swab	WUGSC
1927.SRS014835.SRX020555.SRR045701	700023489 (Source)	Vagina	Mucus	Vaginal introitus	V1-V3	Vaginal swab	WUGSC
1927.SRS014837.SRX020546.SRR043659	700023491 (Source)	Vagina	Mucus	Central vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS014837.SRX020555.SRR047556	700023491 (Source)	Vagina	Mucus	Central vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS014839.SRX020546.SRR047392	700023493 (Source)	Vagina	Mucus	Posterior fornix of vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS014839.SRX020555.SRR049332	700023493 (Source)	Vagina	Mucus	Posterior fornix of vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS014857.SRX020554.SRR043837	700023511 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	WUGSC
1927.SRS014861.SRX020554.SRR043814	700023515 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	WUGSC
1927.SRS014863.SRX020554.SRR049818	700023517 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	WUGSC
1927.SRS014865.SRX020554.SRR043824	700023519 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS014867.SRX020554.SRR043809	700023521 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS014869.SRX020554.SRR043833	700023523 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS014873.SRX020554.SRR043716	700023527 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS014875.SRX020554.SRR043817	700023529 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS014877.SRX020574.SRR043847	700023531 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS014879.SRX020574.SRR043853	700023533 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS014881.SRX020536.SRR046111	700023535 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS014883.SRX020574.SRR043900	700023537 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS014885.SRX020554.SRR043822	700023539 (Source)	Colon	Feces	Colon	V1-V3	Stool	WUGSC
1927.SRS014903.SRX020547.SRR045752	700023558 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	WUGSC
1927.SRS014903.SRX020557.SRR046071	700023558 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	WUGSC
1927.SRS014907.SRX020546.SRR047388	700023562 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	WUGSC
1927.SRS014907.SRX020555.SRR049331	700023562 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	WUGSC
1927.SRS014911.SRX020546.SRR043647	700023566 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS014911.SRX020555.SRR045669	700023566 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS014913.SRX020546.SRR043697	700023568 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS014913.SRX020555.SRR045733	700023568 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS014915.SRX020546.SRR047376	700023570 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS014917.SRX020546.SRR047389	700023572 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	WUGSC
1927.SRS014917.SRX020555.SRR045724	700023572 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	WUGSC
1927.SRS014919.SRX020546.SRR043696	700023574 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS014919.SRX020555.SRR045732	700023574 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS014921.SRX020546.SRR043668	700023576 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS014921.SRX020555.SRR045702	700023576 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS014923.SRX020546.SRR043675	700023578 (Source)	Colon	Feces	Colon	V1-V3	Stool	WUGSC
1927.SRS014923.SRX020555.SRR045709	700023578 (Source)	Colon	Feces	Colon	V1-V3	Stool	WUGSC
1927.SRS014925.SRX020574.SRR049866	700023580 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS014927.SRX020574.SRR043869	700023582 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS014929.SRX020536.SRR047633	700023584 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS014933.SRX020546.SRR043684	700023588 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS014933.SRX020555.SRR045720	700023588 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS014968.SRX020574.SRR043842	700023623 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS014970.SRX020574.SRR049822	700023625 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS014972.SRX020536.SRR046130	700023627 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS014974.SRX020574.SRR043902	700023629 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS014999.SRX020577.SRR044050	700023654 (Source)	Colon	Feces	Colon	V1-V3	Stool	WUGSC
1927.SRS015001.SRX020547.SRR047563	700023656 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS015001.SRX020557.SRR049355	700023656 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS015003.SRX020547.SRR045790	700023658 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS015003.SRX020557.SRR046104	700023658 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS015005.SRX020547.SRR045747	700023660 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS015005.SRX020557.SRR046067	700023660 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS015007.SRX020525.SRR044544	700023662 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS015009.SRX020547.SRR045782	700023664 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS015009.SRX020557.SRR046094	700023664 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS015011.SRX020577.SRR049846	700023666 (Source)	Vagina	Mucus	Vaginal introitus	V1-V3	Vaginal swab	WUGSC
1927.SRS015013.SRX020577.SRR044075	700023668 (Source)	Vagina	Mucus	Central vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS015015.SRX020577.SRR044073	700023670 (Source)	Vagina	Mucus	Posterior fornix of vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS015017.SRX020547.SRR045766	700023672 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	WUGSC
1927.SRS015017.SRX020557.SRR046081	700023672 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	WUGSC
1927.SRS015021.SRX020577.SRR044069	700023676 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	WUGSC
1927.SRS015023.SRX020577.SRR044057	700023678 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	WUGSC
1927.SRS015025.SRX020577.SRR044082	700023680 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS015027.SRX020577.SRR044084	700023682 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS015029.SRX020577.SRR044066	700023684 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS015031.SRX020577.SRR044026	700023686 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	WUGSC
1927.SRS015033.SRX020577.SRR049842	700023688 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS015035.SRX020577.SRR044061	700023690 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS015113.SRX020546.SRR043680	700023768 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	WUGSC
1927.SRS015113.SRX020555.SRR049330	700023768 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	WUGSC
1927.SRS015117.SRX020546.SRR047372	700023772 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	WUGSC
1927.SRS015117.SRX020555.SRR045694	700023772 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	WUGSC
1927.SRS015119.SRX020546.SRR047382	700023774 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	WUGSC
1927.SRS015119.SRX020555.SRR045711	700023774 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	WUGSC
1927.SRS015121.SRX020546.SRR043681	700023776 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS015121.SRX020555.SRR045717	700023776 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS015123.SRX020546.SRR043695	700023778 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS015123.SRX020555.SRR045731	700023778 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS015125.SRX020546.SRR043701	700023780 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS015125.SRX020555.SRR045735	700023780 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS015127.SRX020546.SRR043678	700023782 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	WUGSC
1927.SRS015129.SRX020546.SRR047377	700023784 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS015129.SRX020555.SRR045698	700023784 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS015131.SRX020546.SRR043654	700023786 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS015131.SRX020555.SRR045679	700023786 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS015133.SRX020546.SRR043686	700023788 (Source)	Colon	Feces	Colon	V1-V3	Stool	WUGSC
1927.SRS015133.SRX020555.SRR045722	700023788 (Source)	Colon	Feces	Colon	V1-V3	Stool	WUGSC
1927.SRS015135.SRX020536.SRR046115	700023790 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS015135.SRX020566.SRR046151	700023790 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS015137.SRX020574.SRR043871	700023792 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS015139.SRX020536.SRR046116	700023794 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS015141.SRX020536.SRR046119	700023796 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS015143.SRX020547.SRR045776	700023798 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS015143.SRX020557.SRR046089	700023798 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS015145.SRX020546.SRR043653	700023800 (Source)	Vagina	Mucus	Vaginal introitus	V1-V3	Vaginal swab	WUGSC
1927.SRS015145.SRX020555.SRR045678	700023800 (Source)	Vagina	Mucus	Vaginal introitus	V1-V3	Vaginal swab	WUGSC
1927.SRS015147.SRX020546.SRR047380	700023802 (Source)	Vagina	Mucus	Central vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS015147.SRX020555.SRR045703	700023802 (Source)	Vagina	Mucus	Central vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS015149.SRX020546.SRR047366	700023804 (Source)	Vagina	Mucus	Posterior fornix of vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS015149.SRX020555.SRR045671	700023804 (Source)	Vagina	Mucus	Posterior fornix of vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS015170.SRX020554.SRR043704	700023825 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	WUGSC
1927.SRS015174.SRX020554.SRR043815	700023829 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	WUGSC
1927.SRS015176.SRX020554.SRR043724	700023831 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	WUGSC
1927.SRS015178.SRX020554.SRR047395	700023833 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS015180.SRX020554.SRR043804	700023835 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS015182.SRX020554.SRR043807	700023837 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS015184.SRX020554.SRR043732	700023839 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	WUGSC
1927.SRS015186.SRX020554.SRR043835	700023841 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS015188.SRX020554.SRR043825	700023843 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS015190.SRX020554.SRR043731	700023845 (Source)	Colon	Feces	Colon	V1-V3	Stool	WUGSC
1927.SRS015192.SRX020574.SRR043863	700023847 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS015194.SRX020574.SRR043844	700023849 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS015196.SRX020536.SRR046117	700023851 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS015198.SRX020536.SRR046114	700023853 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS015202.SRX020554.SRR043827	700023857 (Source)	Vagina	Mucus	Vaginal introitus	V1-V3	Vaginal swab	WUGSC
1927.SRS015204.SRX020554.SRR043834	700023859 (Source)	Vagina	Mucus	Central vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS015206.SRX020554.SRR049819	700023861 (Source)	Vagina	Mucus	Posterior fornix of vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS015227.SRX020577.SRR044041	700023882 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	WUGSC
1927.SRS015231.SRX020577.SRR044042	700023886 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	WUGSC
1927.SRS015233.SRX020577.SRR049844	700023888 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	WUGSC
1927.SRS015235.SRX020577.SRR043972	700023890 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS015237.SRX020577.SRR044025	700023892 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS015239.SRX020577.SRR044086	700023894 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS015241.SRX020577.SRR044027	700023896 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	WUGSC
1927.SRS015243.SRX020577.SRR044032	700023898 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS015245.SRX020577.SRR044070	700023900 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS015247.SRX020577.SRR044079	700023902 (Source)	Colon	Feces	Colon	V1-V3	Stool	WUGSC
1927.SRS015249.SRX020525.SRR044553	700023904 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS015251.SRX020525.SRR044537	700023906 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS015253.SRX020547.SRR045773	700023908 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS015253.SRX020557.SRR046086	700023908 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS015255.SRX020547.SRR045743	700023910 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS015255.SRX020557.SRR046063	700023910 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS015257.SRX020577.SRR049840	700023912 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS015259.SRX020577.SRR044053	700023914 (Source)	Vagina	Mucus	Vaginal introitus	V1-V3	Vaginal swab	WUGSC
1927.SRS015261.SRX020577.SRR044036	700023916 (Source)	Vagina	Mucus	Central vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS015263.SRX020577.SRR044034	700023918 (Source)	Vagina	Mucus	Posterior fornix of vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS015281.SRX020554.SRR043805	700023936 (Source)	Colon	Feces	Colon	V1-V3	Stool	WUGSC
1927.SRS015283.SRX020574.SRR043859	700023938 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS015285.SRX020574.SRR043875	700023940 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS015287.SRX020536.SRR046113	700023942 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS015289.SRX020574.SRR043903	700023944 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS015291.SRX020554.SRR043839	700023946 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS015293.SRX020554.SRR043723	700023948 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	WUGSC
1927.SRS015297.SRX020554.SRR043840	700023952 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	WUGSC
1927.SRS015299.SRX020554.SRR048943	700023954 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	WUGSC
1927.SRS015301.SRX020554.SRR047396	700023956 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS015303.SRX020554.SRR043821	700023958 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS015305.SRX020554.SRR043730	700023960 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS015307.SRX020554.SRR043719	700023962 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	WUGSC
1927.SRS015309.SRX020554.SRR043714	700023964 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS015311.SRX020554.SRR047397	700023966 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS015332.SRX020577.SRR044071	700023987 (Source)	Colon	Feces	Colon	V1-V3	Stool	WUGSC
1927.SRS015334.SRX020525.SRR044524	700023989 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS015336.SRX020525.SRR044572	700023991 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS015338.SRX020525.SRR044520	700023993 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS015340.SRX020525.SRR044565	700023995 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS015342.SRX020577.SRR044038	700023997 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS015344.SRX020542.SRR047690	700023999 (Source)	Vagina	Mucus	Vaginal introitus	V1-V3	Vaginal swab	WUGSC
1927.SRS015346.SRX020577.SRR044088	700024001 (Source)	Vagina	Mucus	Central vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS015348.SRX020577.SRR043971	700024003 (Source)	Vagina	Mucus	Posterior fornix of vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS015350.SRX020577.SRR049843	700024005 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	WUGSC
1927.SRS015354.SRX020577.SRR044043	700024009 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	WUGSC
1927.SRS015356.SRX020577.SRR044067	700024011 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	WUGSC
1927.SRS015358.SRX020577.SRR044063	700024013 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS015360.SRX020577.SRR044056	700024015 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS015362.SRX020577.SRR044028	700024017 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS015364.SRX020577.SRR049845	700024019 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	WUGSC
1927.SRS015366.SRX020577.SRR044039	700024021 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS015368.SRX020577.SRR044081	700024023 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS015389.SRX020546.SRR043661	700024044 (Source)	Colon	Feces	Colon	V1-V3	Stool	WUGSC
1927.SRS015389.SRX020555.SRR045688	700024044 (Source)	Colon	Feces	Colon	V1-V3	Stool	WUGSC
1927.SRS015395.SRX020546.SRR043652	700024050 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	WUGSC
1927.SRS015395.SRX020555.SRR045675	700024050 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	WUGSC
1927.SRS015397.SRX020546.SRR048942	700024052 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	WUGSC
1927.SRS015397.SRX020555.SRR045696	700024052 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	WUGSC
1927.SRS015399.SRX020546.SRR043683	700024054 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS015399.SRX020555.SRR045719	700024054 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS015401.SRX020546.SRR047370	700024056 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS015401.SRX020555.SRR045686	700024056 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS015403.SRX020546.SRR043664	700024058 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS015403.SRX020555.SRR045691	700024058 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS015405.SRX020546.SRR043702	700024060 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	WUGSC
1927.SRS015405.SRX020555.SRR047561	700024060 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	WUGSC
1927.SRS015407.SRX020546.SRR043703	700024062 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS015407.SRX020555.SRR045738	700024062 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS015409.SRX020546.SRR043657	700024064 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
